arc_length,Pressure
ft,psi
0,4952.757624
2.800200296,4952.757624
5.600465879,4952.757624
8.400698819,4952.757624
11.20093176,4952.757624
14.0011647,4952.757624
16.80139764,4952.467548
19.60163057,4952.467548
22.40186352,4952.467548
25.20177001,4952.467548
28.00200296,4952.467548
30.8022359,4952.032434
33.60410105,4952.032434
36.40172244,4952.032434
39.20260827,4952.032434
42.0034941,4952.032434
44.80437992,4951.452282
47.60200131,4951.452282
50.40288714,4951.452282
53.20377297,4951.452282
56.00465879,4951.452282
58.80554462,4950.582054
61.60316601,4950.582054
64.40405184,4950.582054
67.20493767,4950.582054
70.00582349,4950.582054
72.80670932,4950.001902
75.60433071,4949.566788
78.40521654,4949.566788
81.20610236,4949.566788
84.00698819,4949.566788
86.80787402,4948.69656
89.60549541,4948.261446
92.40638124,4948.261446
95.20726706,4948.261446
98.00815289,4948.261446
100.8090387,4947.24618
103.6066601,4946.666028
106.4075459,4946.666028
109.2084317,4946.666028
112.0093176,4946.666028
114.8102034,4945.650762
117.6078248,4944.925572
120.4087106,4944.925572
123.2095965,4944.925572
126.0104823,4944.925572
128.8113681,4943.765268
131.6089895,4943.765268
134.4098753,4943.040078
137.2107612,4943.040078
140.011647,4943.040078
142.8092684,4941.589698
145.6101542,4941.589698
148.41104,4940.71947
151.2119259,4940.71947
154.0128117,4940.71947
156.8104331,4939.26909
159.6113189,4939.26909
162.4122048,4938.398862
165.2130906,4938.398862
168.0139764,4938.398862
170.8115978,4936.658406
173.6124836,4936.658406
176.4133695,4935.64314
179.2142553,4935.64314
182.0151411,4935.64314
184.8127625,4933.757646
187.6136482,4933.757646
190.4145341,4932.597342
193.2154199,4932.597342
196.0163057,4932.597342
198.8139271,4932.597342
201.614813,4930.711848
204.4156988,4930.711848
207.2165846,4929.406506
210.0174704,4929.406506
212.8150918,4929.406506
215.6159777,4927.230936
218.4168635,4927.230936
221.2177493,4925.925594
224.0186352,4925.925594
226.8162565,4925.925594
229.6171424,4923.604986
232.4180282,4923.604986
235.218914,4922.009568
238.0165354,4922.009568
240.8174213,4922.009568
243.6183071,4919.543922
246.4191929,4919.543922
249.2200787,4917.948504
252.0177001,4917.948504
254.818586,4917.948504
257.6194718,4915.192782
260.4203576,4915.192782
263.2212435,4915.192782
266.0188648,4913.452326
268.8197507,4913.452326
271.6206365,4910.551566
274.4215223,4910.551566
277.2224082,4910.551566
280.0200296,4908.666072
282.8209154,4908.666072
285.6218012,4905.620274
288.422687,4905.620274
291.2235729,4905.620274
294.0211943,4903.444704
296.8220801,4903.444704
299.6229659,4900.253868
302.4238518,4900.253868
305.2247375,4900.253868
308.022359,4897.93326
310.8232447,4897.93326
313.6241305,4894.452348
316.4250164,4894.452348
319.2259022,4894.452348
322.0235236,4894.452348
324.8244094,4891.986702
327.6187664,4888.215714
330.4261811,4888.215714
333.2335958,4888.215714
336.0410105,4888.215714
338.8157808,4885.750068
341.6231955,4881.689004
344.4306102,4881.689004
347.2380249,4881.689004
350.0127952,4881.689004
352.82021,4878.933282
355.6276247,4874.72718
358.4350394,4874.72718
361.2424541,4874.72718
364.0172244,4874.72718
366.8246391,4871.681382
369.6320538,4867.185204
372.4394685,4867.185204
375.2142388,4867.185204
378.0216535,4867.185204
380.8290683,4863.994368
383.636483,4863.994368
386.4438977,4859.208114
389.218668,4859.208114
392.0260827,4859.208114
394.8334974,4859.208114
397.6409121,4855.87224
400.4156824,4850.650872
403.2230971,4850.650872
406.0305118,4850.650872
408.8379266,4850.650872
411.6453412,4847.024922
414.4201116,4841.658516
417.2275263,4841.658516
420.034941,4841.658516
422.8423556,4841.658516
425.617126,4837.74249
428.4245407,4831.94097
431.2319553,4831.94097
434.03937,4831.94097
436.8467848,4831.94097
439.6215552,4827.879906
442.4289698,4821.78831
445.2363845,4821.78831
448.0437992,4821.78831
450.8185696,4821.78831
453.6259842,4821.78831
456.4333989,4810.91046
459.2408136,4810.91046
462.0482283,4810.91046
464.8229987,4810.91046
467.6304134,4810.91046
470.4378281,4799.452458
473.2452428,4799.452458
476.0200131,4799.452458
478.8274278,4799.452458
481.6348425,4799.452458
484.4422572,4787.269266
487.2496719,4787.269266
490.0244422,4787.269266
492.831857,4787.269266
495.6392717,4787.269266
498.4466864,4774.360884
501.2541011,4774.360884
504.0288714,4774.360884
506.8362861,4774.360884
509.6437008,4774.360884
512.4511155,4760.727312
515.2258858,4760.727312
518.0333005,4760.727312
520.8407152,4760.727312
523.64813,4760.727312
526.4555447,4752.315108
529.230315,4746.223512
532.0377297,4746.223512
534.8451444,4746.223512
537.652559,4746.223512
540.4273294,4737.376194
543.2347441,4730.994522
546.0421588,4730.994522
548.8495734,4730.994522
551.6569882,4730.994522
554.4317586,4721.567052
557.2391732,4714.895304
560.0465879,4714.895304
562.8540026,4714.895304
565.628773,4714.895304
568.4361876,4714.895304
571.2436023,4697.78082
574.051017,4697.78082
576.8584317,4697.78082
579.6332021,4697.78082
582.4406168,4697.78082
585.2480315,4687.338084
588.0554462,4679.941146
590.8302165,4679.941146
593.6376312,4679.941146
596.4450459,4679.941146
599.2524606,4668.77322
602.0598753,4660.941168
604.8346456,4660.941168
607.6420604,4660.941168
610.4494751,4660.941168
613.2568898,4649.19309
616.0316601,4640.925924
618.8390748,4640.925924
621.6464895,4640.925924
624.4539042,4640.925924
627.2613189,4628.597694
630.0360892,4619.895414
632.8435039,4619.895414
635.6509187,4619.895414
638.4583334,4619.895414
641.2331037,4606.841994
644.0405184,4606.841994
646.8479331,4597.7046
649.6553478,4597.7046
652.4627625,4597.7046
655.2375328,4583.92599
658.0449475,4583.92599
660.8523622,4574.353482
663.6597769,4574.353482
666.4345473,4574.353482
669.241962,4559.849682
672.0493767,4559.849682
674.8567913,4549.84206
677.664206,4549.84206
680.4389764,4549.84206
683.2463911,4534.61307
686.0538057,4534.61307
688.8612204,4524.025296
691.6686352,4524.025296
694.4434055,4524.025296
697.2508202,4507.926078
700.0582349,4507.926078
702.8656496,4497.048228
705.6404199,4497.048228
708.4478346,4497.048228
711.2552493,4480.078782
714.062664,4480.078782
716.8700787,4480.078782
719.6448491,4468.62078
722.4522638,4468.62078
725.2596785,4450.636068
728.0670932,4450.636068
730.8418635,4450.636068
733.6492782,4438.742952
736.4566929,4438.742952
739.2641076,4419.888012
742.0715223,4419.888012
744.8462926,4419.888012
747.6537074,4407.414744
750.4611221,4407.414744
753.2685368,4407.414744
756.0433071,4387.544538
758.8507218,4387.544538
761.6581365,4374.636156
764.4655512,4374.636156
767.2729659,4374.636156
770.0477362,4353.750684
772.8551509,4353.750684
775.6625657,4353.750684
778.4699804,4340.26215
781.2447507,4340.26215
784.0521654,4318.216374
786.8595801,4318.216374
789.6669947,4318.216374
792.4744094,4304.292726
795.2491798,4304.292726
798.0565945,4281.086646
800.8640091,4281.086646
803.6714239,4281.086646
806.4461943,4266.582846
809.253609,4266.582846
812.0610236,4242.216462
814.8684383,4242.216462
817.675853,4242.216462
820.4506233,4227.13251
823.258038,4227.13251
826.0654527,4201.460784
828.8728674,4201.460784
831.6476378,4201.460784
834.4550525,4185.941718
837.2624672,4185.941718
840.0698819,4158.96465
842.8772966,4158.96465
845.6520669,4158.96465
848.4594816,4158.96465
851.2668963,4142.865432
854.074311,4114.437984
856.8490813,4114.437984
859.6564961,4114.437984
862.4639108,4114.437984
865.2713255,4097.903652
868.0787402,4068.025824
870.8535105,4068.025824
873.6609252,4068.025824
876.4683399,4068.025824
879.2757546,4050.91134
882.0831693,4019.583132
884.8579396,4019.583132
887.6653544,4019.583132
890.4727691,4019.583132
893.2801838,4002.033534
896.0549541,3968.96487
898.8623688,3968.96487
901.6697835,3968.96487
904.4771982,3968.96487
907.2846128,3968.96487
910.0593832,3915.590886
912.8667979,3915.590886
915.6742126,3915.590886
918.4816273,3915.590886
921.2563977,3915.590886
924.0638124,3859.026066
926.871227,3859.026066
929.6786417,3859.026066
932.4860564,3859.026066
935.2608268,3859.026066
938.0682414,3859.026066
940.8756561,3800.140638
943.6830709,3800.140638
946.4578412,3800.140638
949.2652559,3800.140638
952.0726706,3800.140638
954.8800853,3760.545264
957.6875,3738.934602
960.4622703,3738.934602
963.269685,3738.934602
966.0770997,3738.934602
968.8845144,3697.308696
971.6592848,3675.552996
974.4666995,3675.552996
977.2741142,3675.552996
980.0815289,3675.552996
982.8889436,3631.75152
985.6637139,3631.75152
988.4711286,3609.705744
991.2785433,3609.705744
994.085958,3609.705744
996.8607286,3563.728698
999.668143,3563.728698
1002.475557,3563.728698
1005.282973,3541.682922
1008.090387,3541.682922
1010.865158,3493.24023
1013.672572,3493.24023
1016.479987,3493.24023
1019.287402,3471.339492
1022.062172,3471.339492
1024.869587,3420.576192
1027.677001,3420.576192
1030.484416,3420.576192
1033.291831,3420.576192
1036.066601,3398.820492
1038.874016,3345.591546
1041.68143,3345.591546
1044.488845,3345.591546
1047.263616,3345.591546
1050.07103,3345.591546
1052.878445,3268.286292
1055.68586,3268.286292
1058.493274,3268.286292
1061.268045,3268.286292
1064.075459,3268.286292
1066.882874,3188.950506
1069.690289,3188.950506
1072.497703,3188.950506
1075.272474,3188.950506
1078.079888,3188.950506
1080.887304,3128.614698
1083.694718,3107.584188
1086.469488,3107.584188
1089.276903,3107.584188
1092.084317,3107.584188
1094.891732,3044.492658
1097.699147,3044.492658
1100.473917,3024.332376
1103.281332,3024.332376
1106.088747,3024.332376
1108.896161,2958.630162
1111.670932,2958.630162
1114.478346,2939.340108
1117.285761,2939.340108
1120.093176,2939.340108
1122.90059,2939.340108
1125.675361,2870.882172
1128.482775,2870.882172
1131.290191,2852.607384
1134.097605,2852.607384
1136.872375,2852.607384
1139.67979,2781.393726
1142.487204,2781.393726
1145.29462,2781.393726
1148.102034,2764.42428
1150.876804,2764.42428
1153.684219,2690.4549
1156.491634,2690.4549
1159.299049,2690.4549
1162.073819,2674.790796
1164.881233,2674.790796
1167.688648,2598.065694
1170.496063,2598.065694
1173.303478,2598.065694
1176.078248,2598.065694
1178.885662,2583.706932
1181.693078,2504.226108
1184.500492,2504.226108
1187.275263,2504.226108
1190.082677,2504.226108
1192.890091,2504.226108
1195.697507,2408.936142
1198.504921,2408.936142
1201.279692,2408.936142
1204.087106,2408.936142
1206.894521,2408.936142
1209.701936,2312.050758
1212.476706,2312.050758
1215.284121,2312.050758
1218.091535,2312.050758
1220.89895,2312.050758
1223.706365,2223.577578
1226.481135,2213.569956
1229.28855,2213.569956
1232.095965,2213.569956
1234.903379,2213.569956
1237.67815,2121.90594
1240.485564,2121.90594
1243.292979,2113.058622
1246.100394,2113.058622
1248.907808,2113.058622
1251.682579,2017.913694
1254.489993,2017.913694
1257.297409,2010.371718
1260.104823,2010.371718
1262.912237,2010.371718
1265.687008,1911.310764
1268.494422,1911.310764
1271.301838,1911.310764
1274.109252,1905.07413
1276.884022,1905.07413
1279.691437,1801.516998
1282.498852,1801.516998
1285.306267,1801.516998
1288.113681,1801.516998
1290.888451,1796.29563
1293.695866,1687.662168
1296.503281,1687.662168
1299.310696,1687.662168
1302.085466,1687.662168
1304.89288,1683.601104
1307.700296,1683.601104
1310.50771,1568.876046
1313.315125,1568.876046
1316.089895,1568.876046
1318.897309,1568.876046
1321.704725,1565.68521
1324.512139,1443.54871
1327.28691,1443.54871
1330.094324,1443.54871
1332.901739,1443.54871
1335.709154,1443.54871
1338.516568,1309.736651
1341.291339,1309.736651
1344.098753,1309.736651
1346.906168,1309.736651
1349.713583,1309.736651
1352.488353,1164.437583
1355.295768,1164.437583
1358.103183,1164.437583
1360.910597,1164.437583
1363.718012,1164.437583
1366.492782,1004.199601
1369.300196,1002.981281
1372.107612,1002.981281
1374.915026,1002.981281
1377.689797,1002.981281
1380.497211,817.941801
1383.304626,817.941801
1386.112041,817.2021072
1388.919455,817.2021072
1391.694226,817.2021072
1394.50164,649.3786374
1397.309055,649.3786374
1400.11647,576.4390272
1402.89124,650.2923768
1405.698655,650.2923768
1408.50607,817.579206
1411.313484,817.579206
1414.120899,817.579206
1416.895669,818.6234796
1419.703084,818.6234796
1422.510499,1003.387388
1425.317913,1003.387388
1428.092684,1003.387388
1430.900098,1003.387388
1433.707513,1004.736241
1436.514928,1164.829186
1439.322342,1164.829186
1442.097113,1164.829186
1444.904527,1164.829186
1447.711943,1164.829186
1450.519357,1310.099246
1453.326771,1310.099246
1456.101542,1310.099246
1458.908956,1310.099246
1461.716372,1310.099246
1464.523786,1443.882298
1467.298556,1443.882298
1470.105971,1443.882298
1472.913386,1443.882298
1475.720801,1443.882298
1478.528215,1565.975286
1481.302985,1569.166122
1484.1104,1569.166122
1486.917815,1569.166122
1489.72523,1569.166122
1492.5,1683.89118
1495.307414,1683.89118
1498.11483,1687.952244
1500.922244,1687.952244
1503.729659,1687.952244
1506.504429,1687.952244
1509.311843,1796.585706
1512.119259,1801.807074
1514.926673,1801.807074
1517.701444,1801.807074
1520.508858,1801.807074
1523.316273,1905.364206
1526.123688,1905.364206
1528.931102,1911.60084
1531.705873,1911.60084
1534.513287,1911.60084
1537.320702,2010.661794
1540.128117,2010.661794
1542.902887,2010.661794
1545.710302,2018.20377
1548.517717,2018.20377
1551.325131,2113.348698
1554.132546,2113.348698
1556.907316,2113.348698
1559.714731,2122.050978
1562.522146,2122.050978
1565.32956,2213.714994
1568.104331,2213.714994
1570.911745,2213.714994
1573.719161,2213.714994
1576.526575,2223.867654
1579.333989,2312.340834
1582.10876,2312.340834
1584.916174,2312.340834
1587.72359,2312.340834
1590.531004,2312.340834
1593.305774,2409.08118
1596.113189,2409.08118
1598.920604,2409.08118
1601.728018,2409.08118
1604.535433,2409.08118
1607.310203,2504.371146
1610.117618,2504.371146
1612.925033,2504.371146
1615.732447,2504.371146
1618.507218,2504.371146
1621.314632,2583.85197
1624.122048,2598.35577
1626.929462,2598.35577
1629.736876,2598.35577
1632.511647,2598.35577
1635.319061,2674.935834
1638.126477,2674.935834
1640.933891,2690.744976
1643.741305,2690.744976
1646.516076,2690.744976
1649.323491,2764.569318
1652.130906,2764.569318
1654.93832,2781.683802
1657.71309,2781.683802
1660.520505,2781.683802
1663.32792,2852.752422
1666.135335,2852.752422
1668.942749,2852.752422
1671.717519,2871.02721
1674.524935,2871.02721
1677.332349,2939.485146
1680.139764,2939.485146
1682.914534,2939.485146
1685.721948,2939.485146
1688.529364,2958.7752
1691.336778,2958.7752
1694.144193,3024.477414
1696.918963,3024.477414
1699.726378,3024.477414
1702.533793,3044.782734
1705.341207,3044.782734
1708.115978,3107.729226
1710.923392,3107.729226
1713.730807,3107.729226
1716.538222,3107.729226
1719.345636,3128.759736
1722.120407,3189.095544
1724.927822,3189.095544
1727.735236,3189.095544
1730.542651,3189.095544
1733.317421,3189.095544
1736.124836,3268.43133
1738.932251,3268.43133
1741.739665,3268.43133
1744.54708,3268.43133
1747.32185,3268.43133
1750.129266,3345.736584
1752.93668,3345.736584
1755.744094,3345.736584
1758.518865,3345.736584
1761.326279,3345.736584
1764.133695,3398.96553
1766.941109,3420.72123
1769.748523,3420.72123
1772.523294,3420.72123
1775.330709,3420.72123
1778.138124,3471.48453
1780.945538,3471.48453
1783.720308,3493.385268
1786.527723,3493.385268
1789.335138,3493.385268
1792.142553,3541.82796
1794.949967,3541.82796
1797.724737,3563.873736
1800.532152,3563.873736
1803.339567,3563.873736
1806.146982,3609.850782
1808.921752,3609.850782
1811.729166,3609.850782
1814.536582,3631.896558
1817.343996,3631.896558
1820.151411,3675.698034
1822.926181,3675.698034
1825.733595,3675.698034
1828.541011,3675.698034
1831.348425,3697.453734
1834.155839,3739.07964
1836.93061,3739.07964
1839.738025,3739.07964
1842.54544,3739.07964
1845.352854,3760.690302
1848.127625,3800.285676
1850.935039,3800.285676
1853.742454,3800.285676
1856.549869,3800.285676
1859.357283,3800.285676
1862.132053,3859.171104
1864.939469,3859.171104
1867.746883,3859.171104
1870.554298,3859.171104
1873.329068,3859.171104
1876.136482,3859.171104
1878.943898,3915.590886
1881.751312,3915.590886
1884.558727,3915.590886
1887.333497,3915.590886
1890.140912,3915.590886
1892.948327,3969.109908
1895.755741,3969.109908
1898.530512,3969.109908
1901.337926,3969.109908
1904.145341,3969.109908
1906.952756,4002.033534
1909.76017,4019.72817
1912.534941,4019.72817
1915.342356,4019.72817
1918.14977,4019.72817
1920.957185,4051.056378
1923.731955,4068.170862
1926.53937,4068.170862
1929.346785,4068.170862
1932.154199,4068.170862
1934.961614,4097.903652
1937.736384,4114.583022
1940.5438,4114.583022
1943.351214,4114.583022
1946.158628,4114.583022
1948.933399,4143.01047
1951.740813,4159.109688
1954.548229,4159.109688
1957.355643,4159.109688
1960.163057,4159.109688
1962.937828,4185.941718
1965.745243,4185.941718
1968.552658,4201.605822
1971.360072,4201.605822
1974.134842,4201.605822
1976.942257,4227.277548
1979.749672,4227.277548
1982.557087,4242.3615
1985.364501,4242.3615
1988.139271,4242.3615
1990.946687,4266.582846
1993.754101,4266.582846
1996.561516,4281.231684
1999.336286,4281.231684
2002.1437,4281.231684
2004.951116,4304.292726
2007.75853,4304.292726
2010.565945,4318.361412
2013.340715,4318.361412
2016.14813,4318.361412
2018.955545,4340.26215
2021.762959,4340.26215
2024.570374,4353.750684
2027.345144,4353.750684
2030.152559,4353.750684
2032.959974,4374.781194
2035.767388,4374.781194
2038.542159,4374.781194
2041.349574,4387.689576
2044.156988,4387.689576
2046.964403,4407.559782
2049.771817,4407.559782
2052.546588,4407.559782
2055.354003,4420.03305
2058.161417,4420.03305
2060.968832,4420.03305
2063.743602,4438.88799
2066.551018,4438.88799
2069.358432,4450.781106
2072.165846,4450.781106
2074.973261,4450.781106
2077.748031,4468.62078
2080.555447,4468.62078
2083.362861,4480.078782
2086.170275,4480.078782
2088.945046,4480.078782
2091.752461,4497.048228
2094.559875,4497.048228
2097.36729,4497.048228
2100.174704,4508.071116
2102.949475,4508.071116
2105.75689,4524.170334
2108.564304,4524.170334
2111.371719,4524.170334
2114.146489,4534.61307
2116.953905,4534.61307
2119.761319,4549.987098
2122.568733,4549.987098
2125.376148,4549.987098
2128.150918,4559.99472
2130.958334,4559.99472
2133.765748,4574.49852
2136.573162,4574.49852
2139.347933,4574.49852
2142.155348,4584.071028
2144.962763,4584.071028
2147.770177,4597.849638
2150.577591,4597.849638
2153.352362,4597.849638
2156.159777,4606.841994
2158.967192,4606.841994
2161.774606,4619.895414
2164.549376,4619.895414
2167.356791,4619.895414
2170.164206,4619.895414
2172.971621,4628.597694
2175.779035,4640.925924
2178.553805,4640.925924
2181.361221,4640.925924
2184.168635,4640.925924
2186.97605,4649.19309
2189.75082,4660.941168
2192.558234,4660.941168
2195.36565,4660.941168
2198.173064,4660.941168
2200.980479,4668.77322
2203.755249,4679.941146
2206.562664,4679.941146
2209.370079,4679.941146
2212.177493,4679.941146
2214.984909,4687.338084
2217.759678,4697.925858
2220.567093,4697.925858
2223.374508,4697.925858
2226.181922,4697.925858
2228.956693,4697.925858
2231.764108,4714.895304
2234.571522,4714.895304
2237.378937,4714.895304
2240.186352,4714.895304
2242.961122,4714.895304
2245.768537,4721.567052
2248.575951,4730.994522
2251.383366,4730.994522
2254.158136,4730.994522
2256.965552,4730.994522
2259.772966,4737.376194
2262.58038,4746.223512
2265.387796,4746.223512
2268.162565,4746.223512
2270.969981,4746.223512
2273.777395,4752.315108
2276.584809,4760.727312
2279.35958,4760.727312
2282.166995,4760.727312
2284.97441,4760.727312
2287.781824,4760.727312
2290.589239,4774.360884
2293.364009,4774.360884
2296.171424,4774.360884
2298.978839,4774.360884
2301.786253,4774.360884
2304.561023,4787.269266
2307.368439,4787.269266
2310.175853,4787.269266
2312.983268,4787.269266
2315.790683,4787.269266
2318.565452,4799.452458
2321.372868,4799.452458
2324.180282,4799.452458
2326.987696,4799.452458
2329.762467,4799.452458
2332.569882,4810.91046
2335.377297,4810.91046
2338.184711,4810.91046
2340.992126,4810.91046
2343.766896,4810.91046
2346.574311,4821.78831
2349.381726,4821.78831
2352.18914,4821.78831
2354.963911,4821.78831
2357.771326,4821.78831
2360.57874,4827.879906
2363.386155,4832.086008
2366.19357,4832.086008
2368.968339,4832.086008
2371.775755,4832.086008
2374.583169,4837.74249
2377.390584,4841.658516
2380.197999,4841.658516
2382.972769,4841.658516
2385.780184,4841.658516
2388.587598,4847.16996
2391.395013,4850.650872
2394.169783,4850.650872
2396.977198,4850.650872
2399.784613,4850.650872
2402.592027,4855.87224
2405.399443,4859.208114
2408.174213,4859.208114
2410.981627,4859.208114
2413.789042,4859.208114
2416.596456,4863.994368
2419.371227,4863.994368
2422.178642,4867.185204
2424.986056,4867.185204
2427.793471,4867.185204
2430.600886,4867.185204
2433.375657,4871.681382
2436.183071,4874.72718
2438.990485,4874.72718
2441.7979,4874.72718
2444.57267,4874.72718
2447.380086,4878.933282
2450.1875,4881.689004
2452.994914,4881.689004
2455.80233,4881.689004
2458.5771,4881.689004
2461.384515,4885.750068
2464.191929,4888.360752
2466.999343,4888.360752
2469.774114,4888.360752
2472.581529,4888.360752
2475.388944,4892.13174
2478.196358,4894.452348
2481.003773,4894.452348
2483.778544,4894.452348
2486.585958,4894.452348
2489.393373,4897.93326
2492.200787,4897.93326
2494.975557,4900.253868
2497.782973,4900.253868
2500.590387,4900.253868
2503.397802,4903.444704
2506.205217,4903.444704
2508.979987,4905.620274
2511.787402,4905.620274
2514.594816,4905.620274
2517.402231,4908.666072
2520.177001,4908.666072
2522.984416,4910.551566
2525.791831,4910.551566
2528.599245,4910.551566
2531.406661,4913.452326
2534.18143,4913.452326
2536.988845,4915.192782
2539.79626,4915.192782
2542.603674,4915.192782
2545.378445,4917.948504
2548.18586,4917.948504
2550.993274,4917.948504
2553.800689,4919.543922
2556.608104,4919.543922
2559.382874,4922.009568
2562.190289,4922.009568
2564.997703,4922.009568
2567.805118,4923.604986
2570.579888,4923.604986
2573.387304,4925.925594
2576.194718,4925.925594
2579.002132,4925.925594
2581.809548,4927.230936
2584.584317,4927.230936
2587.391732,4929.406506
2590.199147,4929.406506
2593.006561,4929.406506
2595.813977,4930.711848
2598.588747,4930.711848
2601.396161,4932.597342
2604.203576,4932.597342
2607.010991,4932.597342
2609.785761,4932.597342
2612.593176,4933.902684
2615.40059,4933.902684
2618.208005,4935.64314
2621.01542,4935.64314
2623.790191,4935.64314
2626.597605,4936.658406
2629.405019,4936.658406
2632.212435,4938.398862
2634.987204,4938.398862
2637.79462,4938.398862
2640.602034,4939.26909
2643.409448,4939.26909
2646.216864,4940.864508
2648.991634,4940.864508
2651.799049,4940.864508
2654.606463,4941.734736
2657.413878,4941.734736
2660.188648,4943.040078
2662.996063,4943.040078
2665.803478,4943.040078
2668.610892,4943.765268
2671.418307,4943.765268
2674.193078,4944.925572
2677.000492,4944.925572
2679.807907,4944.925572
2682.615322,4944.925572
2685.390091,4945.650762
2688.197507,4946.666028
2691.004921,4946.666028
2693.812336,4946.666028
2696.619751,4946.666028
2699.394521,4947.24618
2702.201936,4948.261446
2705.00935,4948.261446
2707.816766,4948.261446
2710.591535,4948.261446
2713.39895,4948.69656
2716.206365,4949.566788
2719.013779,4949.566788
2721.821195,4949.566788
2724.595965,4949.566788
2727.403379,4950.001902
2730.210794,4950.582054
2733.018209,4950.582054
2735.792979,4950.582054
2738.600394,4950.582054
2741.407808,4950.582054
2744.215223,4951.452282
2747.022638,4951.452282
2749.797409,4951.452282
2752.604823,4951.452282
2755.412237,4951.452282
2758.219652,4952.032434
2760.994422,4952.032434
2763.801838,4952.032434
2766.609252,4952.032434
2769.416666,4952.032434
2772.224082,4952.467548
2774.998852,4952.467548
2777.806267,4952.467548
2780.613681,4952.467548
2783.421095,4952.467548
2786.228511,4952.757624
2789.003281,4952.757624
2791.810696,4952.757624
2794.61811,4952.757624
2797.425525,4952.757624
2800.200296,4952.757624
